abdicate$[ˈæbdɪket]
使突然停止，阻止；同意，一致#chide$[tʃaɪd]
责备#churlish$[ˈtʃɜːrlɪʃ]
粗鲁无礼的#circumlocution$[ˌsɜːrkəmləˈkjuːʃn]
冗长#circumscribe$[ˈsɜːrkəmskraɪb]
限制#chokehold$chokehold
压制#clasp$[klæsp]
紧握#cordial$[ˈkɔrdʒəl]
热情的，友好的；令人振奋的，令人焕然一新的#collude$[kəˈluːd]
串通，共谋(做坏事)#commencement$[kəˈmɛnsmənt]
开始；毕业典礼#commodious$[kəˈmodɪəs]
宽敞舒适的#compliant$[kəmˈplaɪənt]
顺从的#clownish$[ˈklaʊnɪʃ]
滑稽可笑的#concoct$[kənˈkɑkt]
捏造，编造#concede$[kənˈsid]
承认#condign$[kənˈdaɪn]
应得的，恰当的#condole$[kənˈdoʊl]
表达同情#cantankerous$[kænˈtæŋkərəs]
脾气不好的#confluence$[ˈkɑnfluəns]
汇合，混合#congeal$[kənˈdʒiːl]
凝固，固化#congenial$[kənˈdʒinɪəl]
和善的，友好的#conscientious$[ˈkɑnʃɪˈɛnʃəs]
仔细的，一丝不苟的；有良心的，正直的#conservative$[kənˈsɝvətɪv]
守旧的，不愿改变的；不招摇的，低调的#consilience$consilience
融合#consonant$[ˈkɑnsənənt]
和谐一致的#contort$[kənˈtɔːrt]
扭曲#contumacious$[ˌkɑːntuˈmeɪʃəs]
不服从的，倔强的#convalesce$[ˌkɒnvəˈles]
渐渐康复，渐愈#cloak$[klok]
遮掩，隐藏#conversant$[kənˈvɜːrsnt]
熟悉的#consort$[ˈkɑːnsɔːrt]
结交#cagey$[ˈkeɪdʒi]
不乐意说话的#convulsion$[kənˈvʌlʃn]
骚乱#corporeal$[kɔːrˈpɔːriəl]
肉体的；有形的，实体的#cosset$[ˈkɑːsɪt]
宠爱#covetous$[ˈkʌvətəs]
贪婪的，渴求财富的#cozen$[ˈkʌzən]
诱骗#cramped$[kræmpt]
狭小的，狭窄的#craven$[ˈkreɪvn]
非常懦弱的，因胆小而遭人鄙视的#contingency$[kənˈtɪndʒənsi]
可能发生的事#caterwaul$[ˈkætərwɔːl]
嚎叫#crook$[krʊk]
使弯曲#crutch$[krʌtʃ]
支撑，支柱#curmudgeon$[kɜːrˈmʌdʒən]
脾气坏的、爱抱怨的人#daft$[dæft]
不明智的#dally$[ˈdæli]
虚度时光#dapper$[ˈdæpər]
衣冠整洁的#dappled$[ˈdæpld]
有斑点的，花的#dawdle$[ˈdɔːdl]
拖拖拉拉#debacle$[deɪˈbɑːkl]
溃败#debilitate$[dɪˈbɪlɪteɪt]
使衰弱#detest$[dɪˈtɛst]
厌恶#decorous$[ˈdekərəs]
得体端正的#decrepit$[dɪˈkrɛpɪt]
虚弱的，衰老的，破旧的#defer$[dɪˈfɝ]
推迟，延期；遵从#devious$[ˈdivɪəs]
狡猾的#deft$[deft]
灵巧的，熟练的#deject$[dɪˈdʒekt]
使沮丧#deleterious$[ˌdeləˈtɪriəs]
有害的#delve$[delv]
探究，钻研#demotic$[dɪˈmɑːtɪk]
通俗的，大众化的#demur$[dɪˈmɜːr]
表示异议，反对#disingenuous$[ˌdɪsɪnˈdʒenjuəs]
不真诚的，假惺惺的#denounce$[dɪˈnaʊns]
公开指责#deplore$[dɪˈplɔr]
谴责，强烈反对#deprecate$[ˈdeprəkeɪt]
不喜欢；贬低，轻视#depreciate$[dɪˈpriʃɪet]
贬低...的价值#deracinate$[ˌdiːˈræsɪneɪt]
根除#derelict$[ˈderəlɪkt]
玩忽职守的，不认真的#divination$[ˌdɪvɪˈneɪʃn]
预言#desecrate$[ˈdesɪkreɪt]
亵渎，玷污#desiccate$[ˈdesɪˌkeɪt]
使缺乏活力#designate$[ˈdɛzɪɡnet]
任命；命名#despicable$[dɪˈspɪkəbl]
令人鄙视的#despise$[dɪˈspaɪz]
极其不喜欢的#despotic$[dɪˈspɒtɪk]
专制的，暴虐的#desultory$[ˈdɛsəltɔri]
无计划的，无目的的#deter$[dɪˈtɜː]
吓住，威慑#detract$[dɪˈtrækt]
贬低，降低价值；使分心#dovish$[ˈdʌvɪʃ]
鸽派的，爱好和平的#digress$[daɪˈɡres]
脱离主题#dilatory$[ˈdɪlətɔːri]
拖延的，磨蹭的#dilute$[daɪˈl(j)ut]
稀释/经稀释的#dire$[ˈdaɪər]
可怕的，恐怖的；迫切的#disaffected$[ˌdɪsəˈfektɪd]
不满的，叛逆的#disciple$[dɪˈsaɪpl]
信徒，追随者#discombobulate$[ˌdɪskəmˈbɑbjəˌlet]
使不安，使混乱#discomfit$[dɪsˈkʌmfɪt]
使尴尬；阻碍#discompose$[ˌdɪskəmˈpoʊz]
使不安；使混乱#discretion$[dɪˈskrɛʃən]
谨慎；自制，节制#discretionary$[dɪˈskrɛʃəˈnɛri]
自主决定的#disdain$[dɪsˈden]
轻视，鄙视#disgruntle$[dɪsˈgrʌntəl]
使发怒，使不满意#dignified$[ˈdɪɡnɪfaɪd]
高贵庄严的#disinclination$[ˌdɪsˌɪnklɪˈneʃən]
不喜欢，厌恶，不情愿#dismay$[dɪsˈme]
使失去勇气；使不安，使焦虑#disparage$[dɪˈspærɪdʒ]
贬低；轻蔑地说#disparate$[ˈdɪspərət]
迥然不同的#dispose$[dɪˈspoz]
使倾向于；处理掉(与of连用，disposeof)#dissemble$[dɪˈsembl]
用假象隐藏真相，掩饰#dissent$[dɪˈsɛnt]
持异议，不同意；反对正统#dissuade$[dɪˈswed]
劝阻，反对#distain$[dɪˈsteɪn]
贬损，伤害(某人的)名誉#divestiture$[dəˈvestətʃə]
剥夺#divulge$[daɪˈvʌldʒ]
泄露(秘密)#dogmatic$[dɔːɡˈmætɪk]
武断的，自以为是的#dolorous$[ˈdoʊlərəs]
忧伤的#dormant$[ˈdɔrmənt]
静止的，不活跃的#dour$[ˈdaʊr]
严厉的#doze$[doz]
小憩#drawl$[drɔl]
慢吞吞地说#dreary$[ˈdrɪri]
单调乏味的#drench$[drɛntʃ]
使湿透，浸透#dubious$[ˈdubɪəs]
充满不定性的，值得怀疑的#ductile$[ˈdʌktaɪl]
易受影响的#duplicitous$[djuːˈplɪsɪtəs]
两面派的，奸诈的#dwindle$[ˈdwɪndl]
逐渐减少#dyspeptic$[dɪsˈpeptɪk]
脾气坏的#embryonic$[ˌembriˈɑːnɪk]
初期的，萌芽阶段的#éclat$[eɪˈklaː]
辉煌成就#effete$[ɪˈfit]
衰弱的，衰落的#effusive$[ɪˈfjusɪv]
感情泛滥的/溢于言表的；感情表达不节制的/过度的；过分多情的#elate$[ɪˈleɪt]
使开心，使自豪#elegy$[ˈɛlədʒi]
哀歌(诗)，挽歌(诗)#elucidate$[iˈluːsɪdeɪt]
阐明#emaciate$[ɪˈmeɪʃɪˌeɪt]
削弱#embark$[ɪmˈbɑrk]
开始从事#embezzle$[ɪmˈbezl]
盗用#embrace$[ɪmˈbres]
乐于接受#embroider$[ɪmˈbrɔɪdər]
(时常伴有夸张和想象内容地)详细说明#eminent$[ˈɛmɪnənt]
杰出#emollient$[iˈmɑːliənt]
起缓和作用的#encompass$[ɪnˈkʌmpəs]
组成，包含#encumber$[ɪnˈkʌmbə]
阻碍，妨碍#ennui$[ɑːnˈwiː]
倦怠；缺乏兴趣#expostulate$[ɪkˈspɑːstʃuleɪt]
争论，辩驳#entreat$[ɪnˈtriːt]
恳求#enunciate$[ɪˈnʌnsɪet]
清晰地说；公开宣布，宣称#ephemeral$[əˈfɛmərəl]
短暂的#epigram$[ˈepɪɡræm]
机智的短诗，警句#epilogue$[ˈɛpɪlɔɡ]
文学作品的结局#epithet$[ˈɛpɪθɛt]
外号，绰号#epitomize$[ɪˈpɪtəmaɪz]
代表，体现，是...的典型范例#empirical$[ɪmˈpɪrɪkl]
基于观察、实验的#eschew$[ɪsˈtʃuː]
刻意避开；戒绝#estimable$[ˈestɪməbl]
值得尊敬的#eulogize$[ˈjʊləˈdʒaɪz]
称赞，颂扬#evacuate$[ɪˈvækjuet]
撤离#entail$[ɪnˈtel]
牵连；导致#evict$[ɪˈvɪkt]
赶出，逐出#exasperate$[ɪɡˈzæspəreɪt]
激怒#excoriate$[ˌeksˈkɔːrieɪt]
严厉批评#excrete$[ɪkˈskriːt]
排泄#excruciate$[ɪkˈskruːʃɪˌeɪt]
折磨，使痛苦#exculpate$[ˈekskʌlpeɪt]
声明无罪；开脱，使无罪#execrate$[ˈeksɪˌkreɪt]
痛恨#exodus$[ˈɛksədəs]
大批离去#exonerate$[ɪɡˈzɑːnəreɪt]
免除责备#exorbitant$[ɪɡˈzɔrbɪtənt]
过度的#expansive$[ɪkˈspænsɪv]
话多的，健谈的#expediency$[ɪkˈspidɪənsi]
应急手段，权宜之计#exquisite$[ɪkˈskwɪzɪt]
精致精巧的#extemporize$[ɪkˈstempəraɪz]
即兴表现#extenuate$[ɪkˈstenjʊˌeɪt]
减轻罪过#extort$[ɪkˈstɔrt]
勒索#extraneous$[ɪkˈstreɪniəs]
无关的#exult$[ɪɡˈzʌlt]
感到欢喜#facetious$[fəˈsiʃəs]
喜欢开玩笑的，轻浮的#falsehood$[ˈfɔlshʊd]
谎言#falter$[ˈfɔltə]
蹒跚；犹豫，踌躇#fawn$[fɔn]
阿谀奉承#faze$[feɪz]
打扰，使尴尬#feign$[fen]
制造假象，装出...的样子#foreshadow$[fɔrˈʃædo]
预示#forte$[ˈfɔrte]
优势，长处#fester$[ˈfɛstə]
感染，溃烂，腐烂#fickle$[ˈfɪkl]
易变的#fractious$[ˈfrækʃəs]
难以管束的#filibuster$[ˈfɪləˈbʌstə]
拖延议事#flaccid$[ˈflæsɪd]
不结实的，松弛的#flag$[flæg]
变得衰弱#flatter$[ˈflætə]
拍马屁，奉承，讨好#flinch$[flɪntʃ]
畏缩；退缩#flit$[flɪt]
快速或突然地经过#florid$[ˈflɔrɪd]
辞藻华丽的，花哨的#flounder$[ˈflaʊndə]
笨拙地行动，挣扎#flabby$[ˈflæbi]
疲软的，无力的#fluky$[ˈfluːki]
侥幸的#fluster$[ˈflʌstə]
使慌乱#formidable$[ˈfɔrmɪdəbl]
艰难的#fracas$[ˈfreɪkəs]
争吵，吵闹#frail$[frel]
虚弱的；(意志)薄弱的#fraught$[frɔt]
充满的#fretful$[ˈfrɛtfəl]
易怒的，烦躁的#friable$[ˈfraɪəbl]
易碎的#frivolous$[ˈfrɪvələs]
轻浮的；不重要的#frothy$[ˈfrɔːθi]
(内容等)快乐轻佻、不严肃的#frugal$[ˈfruɡl]
节约的#fungible$[ˈfʌndʒəbl]
可互换的#fulminate$[ˈfʊlmɪneɪt]
大声斥责#fumble$[ˈfʌmbl]
笨拙地做#gadfly$[ˈɡædflaɪ]
刺激物#gall$[ɡɔl]
(使)焦躁，激怒#galvanize$[ˈɡælvənaɪz]
(好似用电击)刺激#gag$[gæg]
笑话；玩笑之举#garble$[ˈgɑːbəl]
曲解，篡改，混淆(以至使无法理解)#garish$[ˈɡɛrɪʃ]
过于鲜艳的，过于张扬的#garrulous$[ˈɡærələs]
啰嗦的，话多得令人厌烦的#gleam$[ɡlim]
闪光#gauche$[ɡoʃ]
笨拙的，缺乏社交经验的#gauge$[gedʒ]
测量标准；判定#giddy$[ˈɡɪdi]
轻率不严肃的#gild$[ɡɪld]
(带欺骗性地)修改，润色#glisten$[ˈɡlɪsn]
闪光#gloss$[ɡlɑs]
简短解释；敷衍潦草做事(甚至忽略)#grimy$[ˈɡraɪmi]
肮脏的#grandiose$[ˈɡrændɪos]
自命不凡的，浮夸的#grandstand$[ˈɡrænstænd]
为了给人留下印象而表演，哗众取宠#gratuitous$[ɡrəˈtuɪtəs]
无根据的，无理由的；无报酬的，免费的#grieve$[griv]
(使)感到悲伤#glamorous$[ˈglæmərəs]
迷人的#grisly$[ˈgrɪzli]
令人反感的，令人恐惧的#grovel$[ˈɡrɑːvl]
卑躬屈膝#grueling$[ˈgruːəlɪŋ]
费时间花心思的#guile$[ɡaɪl]
狡猾，狡诈#glean$[ɡlin]
收集#gull$[ɡʌl]
欺骗#gush$[ɡʌʃ]
(使)感情强烈外溢#hale$[heɪl]
强壮的，健壮的#hammer$[ˈhæmə]
屡次重申#harangue$[həˈræŋ]
(发表)长篇大论#harrow$[ˈhæroʊ]
折磨，使苦恼#hauteur$[hɔːˈtɜːr]
傲慢，自大#hearken$[ˈhɑːrkən]
倾听，关注#hearten$[ˈhɑrtn]
给予鼓励，鼓舞#hagiographic$[ˌhæɡiˈɑːɡrəfi]
捧为圣人一般的，过分谄媚的#humbug$[ˈhʌmbʌɡ]
骗子#homage$[ˈhɑmɪdʒ]
尊敬，敬意#homogenize$[hoˈmɑdʒəˌnaɪz]
使统一化#heartfelt$[ˈhɑrtfɛlt]
真心实意的#hedge$[hɛdʒ]
闪烁其词#hypnotic$[hɪpˈnɑːtɪk]
催眠的#idolatrize$[aɪˈdɒləˌtraɪz]
(通常盲目)崇拜#illusory$[ɪˈlusəri]
幻觉的，虚幻的#imbroglio$[ɪmˈbroʊlioʊ]
困境，复杂的局面#immaculate$[ɪˈmækjələt]
完美的，没有任何错误的#immanent$[ˈɪmənənt]
内在的#impecunious$[ˌɪmpɪˈkjuːniəs]
贫穷的#impending$[ɪmˈpɛndɪŋ]
即将发生的#impenetrable$[ɪmˈpɛnɪtrəbl]
不可渗透的，不可穿透的；难以理解的#impenitent$[ɪmˈpenɪtənt]
不悔悟的#imperative$[ɪmˈpɛrətɪv]
命令的，强制性的；迫切的#imperious$[ɪmˈpɪrɪəs]
傲慢的，专横的#impertinent$[ɪmˈpɜːtnənt]
无关紧要的；粗鲁无礼的，大胆的#imperturbable$[ˌɪmpərˈtɜːrbəbl]
沉着冷静的，淡定的#impervious$[ɪmˈpɜːrviəs]
不可渗透的，不可穿透的；不能被破坏的；不为所动的#impious$[ˈɪmpɪəs]
不敬神的#importune$[ˌɪmpɔːrˈtuːn]
恳求，迫切请求#imposing$[ɪmˈpozɪŋ]
宏伟壮丽的#imprudent$[ɪmˈpruːdnt]
不明智的#inadvertent$[ˌɪnədˈvɜːtənt]
偶然发生的；疏忽的，不留意的#inane$[ɪˈneɪn]
空洞的#inaugurate$[ɪˈnɔɡjəret]
开始#incantation$[ˌɪnkænˈteɪʃn]
咒语#incarnate$[ɪnˈkɑrnət]
使(思想、理论)具化，体现#incessant$[ɪnˈsɛsnt]
无间断的#inchoate$[ɪnˈkoʊət]
新生的，才开始的#incipient$[ɪnˈsɪpiənt]
起初的，初现的#incite$[ɪnˈsaɪt]
煽动，激起#inclement$[ɪnˈklɛmənt]
(天气等)恶劣的；无情的，残酷的#incogitant$[ɪnˈkɒdʒətənt]
考虑不周到的，不体谅的#incriminate$[ɪnˈkrɪmɪneɪt]
归罪于#indelible$[ɪnˈdeləbl]
无法忘怀的#indict$[ɪnˈdaɪt]
起诉，控告#indigenous$[ɪnˈdɪdʒənəs]
土产的，本地的；与生俱来的，先天的#indigent$[ˈɪndɪdʒənt]
贫穷的#indoctrinate$[ɪnˈdɑːktrɪneɪt]
教育，灌输思想#indolent$[ˈɪndələnt]
懒惰的#induce$[ɪnˈdus]
引发，导致#indulgent$[ɪnˈdʌldʒənt]
(对己)放纵的，(对他人)纵容的#indurate$[ˈɪndjʊˌreɪt]
铁石心肠的，冷酷无情的；使变硬#ineluctable$[ˌɪnɪˈlʌktəbl]
无法逃避的，必然的#inept$[ɪˈnept]
愚笨的，荒谬的；不称职的，无能力的#inexorable$[ɪnˈɛksərəbl]
无法劝阻的，不为所动的#infatuate$[ɪnˈfætjʊɪt]
使迷恋#incommensurate$[ˌɪnkəˈmenʃərət]
不相称的#inflame$[ɪnˈflem]
使加剧#infelicitous$[ˌɪnfəˈlɪsətəs]
不愉快的，不幸的；不恰当的，不合时宜的#infuriate$[ɪnˈfjʊrɪet]
激怒#infuse$[ɪnˈfjuz]
灌输，使...充满#ingratiating$[ɪnˈɡreɪʃieɪtɪŋ]
讨人喜欢的；逢迎的，意在奉承的#innocuous$[ɪˈnɑːkjuəs]
无害的；不会引起敌意的#inquisitive$[ɪnˈkwɪzətɪv]
过分好奇的#inconclusive$[ˌɪnkənˈkluːsɪv]
没有定论的#insolent$[ˈɪnsələnt]
粗野的，无礼的#insouciant$[ɪnˈsuːsiənt]
无忧虑的，不在乎的#interdict$[ˈɪntərdɪkt]
禁止#interim$[ˈɪntərɪm]
中间过渡时期，间隔；暂时的#intermittent$[ˌɪntəˈmɪtənt]
断断续续的#interregnum$[ˌɪntəˈreɡnəm]
过渡期#interrogate$[ɪnˈtɛrəɡet]
质问，审问#intimidate$[ɪnˈtɪmɪdet]
威吓#intrepid$[ɪnˈtrepɪd]
大胆的#inundate$[ˈɪnʌndet]
淹没#inure$[ɪˈnjʊr]
使习惯接受不好的东西#inveigh$[ɪnˈveɪ]
激烈抗议，表示强烈不满#inveigle$[ɪnˈveɪɡl]
诱骗#invidious$[ɪnˈvɪdɪəs]
惹人反感的；羡慕嫉妒恨的#irascible$[ɪˈræsəbl]
易怒的#iridescent$[ˌɪrɪˈdesnt]
五颜六色的#ironclad$[ˈaɪənklæd]
非常坚固的，坚不可摧的#itinerant$[aɪˈtɪnərənt]
巡游的，巡回的#jabber$[ˈdʒæbə]
快而不清楚地说#jaundice$[ˈdʒɔːndɪs]
(因嫉妒或厌世而产生的)偏见#jeopardy$[ˈdʒɛpədi]
危险#jocular$[ˈdʒɑkjələ]
搞笑的，欢乐的#ken$[kɛn]
视野范围#kindred$[ˈkɪndrəd]
类似的；具有相似或相近的起源、本性或性质的#kilter$[ˈkɪltər]
平衡#knit$[nɪt]
连接，联系#knotty$[ˈnɑti]
复杂的，困难的#lachrymose$[ˈlækrɪmos]
催人泪下的，悲伤的#libelous$[ˈlaɪbələs]
恶意中伤的，诽谤的#lampoon$[læmˈpun]
讽刺#lank$[læŋk]
细长瘦弱的；不僵硬的，柔软松弛的#largesse$[lɑːrˈdʒes]
慷慨#lash$[læʃ]
猛击，撞击#lassitude$[ˈlæsəˈtʊd]
乏力，没精打采#lavish$[ˈlævɪʃ]
奢侈的，大量的，无节制的；挥霍，浪费#legion$[ˈliːdʒən]
大量的#levity$[ˈlevəti]
轻浮#limp$[lɪmp]
柔软的，松散的；跛行，艰难地行走#loutish$[ˈlaʊtɪʃ]
粗鲁的#lugubrious$[ləˈɡuːbriəs]
(故作夸张的)悲哀的#lumber$[ˈlʌmbə]
笨拙地行动；使负担(从而拖累)#lurk$[lɜːk]
潜伏#lush$[lʌʃ]
多产的#lustrous$[ˈlʌstrəs]
有光泽的#maladroit$[ˌmæləˈdrɔɪt]
笨拙的#malinger$[məˈlɪŋɡər]
装病以逃避工作#malfeasance$[ˌmælˈfiːzəns]
非法行为#mash$[mæʃ]
捣碎#masquerade$[ˌmæskəˈred]
面具，伪装；伪装，掩饰#matriculate$[məˈtrɪkjuleɪt]
录取#meander$[miˈændər]
闲逛，漫步#medley$[ˈmedli]
大杂烩，混合物#meek$[mik]
顺从的#melodramatic$[ˌmɛlədrəˈmætɪk]
感情夸张的，伤感的#menace$[ˈmɛnəs]
威胁，使处于危险#mesh$[mɛʃ]
诱捕#methodical$[məˈθɑdɪkl]
井然有序的，有条理的#miff$[mɪf]
使恼怒#minatory$[ˈmɪnətɔːri]
带来威胁的，有凶兆的#mire$[ˈmaɪə]
困境；使陷入困境，拖后腿#misbehaving$[ˌmɪsbɪˈheɪv]
调皮的，行为不端的#mischievous$[ˈmɪstʃɪvəs]
调皮的，淘气的#miscreant$[ˈmɪskriənt]
恶棍，罪犯#misdemeanor$[ˌmɪsdɪˈmiːnə]
轻罪#miserly$[ˈmaɪzərli]
吝啬的#manacle$[ˈmænəkl]
限制，给...制造困难#misgiving$[ˌmɪsˈɡɪvɪŋ]
担忧，忧虑#mitigate$[ˈmɪtɪɡeɪt]
减轻痛苦，使缓和#modicum$[ˈmɑːdɪkəm]
少量#mollify$[ˈmɑːlɪfaɪ]
平息，抚慰，缓和#monochromatic$[ˌmɑnəkrəˈmætɪk]
单调无聊的#monotonous$[məˈnɑtənəs]
无聊的#moratorium$[ˌmɔrəˈtɔrɪəm]
延期，暂缓施行#morbid$[ˈmɔrbɪd]
疾病的，疾病所致的；(思想性格)变态的#mordant$[ˈmɔrdnt]
尖酸刻薄的#motile$[ˈmoʊtɪl]
能动的#mottle$[ˈmɑtl]
标记上杂色斑点#multifarious$[ˌmʌltɪˈferiəs]
多种多样的#mournful$[ˈmɔrnfl]
悲伤的#muffle$[ˈmʌfl]
使消声#mulish$[ˈmjuːlɪʃ]
固执的#mutter$[ˈmʌtə]
低声抱怨#myopic$[maɪˈɒpɪk]
缺乏远见的，缺乏辨别能力的#nefarious$[nɪˈferiəs]
极坏的，邪恶的#nettle$[ˈnɛtl]
惹怒#nexus$[ˈnɛksəs]
连结；核心，最重要的地带#nibble$[ˈnɪbl]
小口咬#nicety$[ˈnaɪsəti]
准确，精准#nip$[nɪp]
少量；小口吃喝#nitpick$[ˈnɪtpɪk]
吹毛求疵#numinous$[ˈnuːmɪnəs]
神秘的，超自然的#notch$[nɑtʃ]
通过努力获得#nugatory$[ˈnuːɡətɔːri]
无关紧要的#obtrusive$[əbˈtrusɪv]
扎眼的，难看显眼的#obdurate$[ˈɑːbdərət]
固执的；冷酷无情的#obliging$[əˈblaɪdʒɪŋ]
乐于助人的#oblivious$[əˈblɪvɪəs]
不知道的，不知情的#obloquy$[ˈɑːbləkwi]
谩骂，诽谤#obsequious$[əbˈsiːkwiəs]
谄媚的，奴性的#obstreperous$[əbˈstrɛpərəs]
不听话的，任性的#obstruct$[əbˈstrʌkt]
妨碍，给...制造困难#obtuse$[əbˈtuːs]
愚钝的#odium$[ˈoʊdiəm]
憎恶，讨厌#ominous$[ˈɑːmɪnəs]
凶兆的#omniscient$[ɑmˈnɪsɪənt]
无所不知的#onerous$[ˈɑnərəs]
费时间花心思的#opine$[oʊˈpaɪn]
表达观点；想，认为#ostentatious$[ˌɑstɛnˈteʃəs]
炫耀卖弄的#overweening$[ˌoʊvərˈwiːnɪŋ]
傲慢的，专横的#palliate$[ˈpælɪet]
平息，减轻#palter$[ˈpɔːltə]
欺骗，讨价还价#panache$[pəˈnæʃ]
炫耀#pandemic$[pænˈdɛmɪk]
大范围流行的#pandemonium$[ˌpændəˈmoʊniəm]
喧嚣，骚动#panegyric$[ˌpænəˈdʒɪrɪk]
赞颂之词，颂文#provenance$[ˈprɑːvənəns]
来源，起源#paranoid$[ˈpærənɔɪd]
多疑的，对他人极端恐惧和怀疑的#pariah$[pəˈraɪə]
被排斥或鄙视的人#parity$[ˈpærəti]
相称，同等，平等#parry$[ˈpæri]
躲避(问题)#patrician$[pəˈtrɪʃn]
贵族，名门望族；贵族的，地位高的#province$[ˈprɑvɪns]
职能范围#pedestrian$[pəˈdɛstrɪən]
平庸无奇的，令人厌倦的#plaintive$[ˈpleɪntɪv]
悲伤的#penchant$[ˈpentʃənt]
嗜好，迷恋#penury$[ˈpɛnjəri]
贫穷；吝啬，节俭#peremptory$[pəˈremptəri]
不容反抗的；傲慢的#parochial$[pəˈrokɪəl]
狭隘的#perfunctory$[pəˈfʌŋktəri]
敷衍的，呵呵的#peripatetic$[ˌperipəˈtetɪk]
巡游的，四处游历的#persiflage$[ˈpɜːrsɪflɑːʒ]
开玩笑#perspicacious$[ˌpɜːrspɪˈkeɪʃəs]
极敏锐的，有洞察力的#perspicuity$[ˌpɜːspɪˈkjuːətɪ]
清晰明了#pertinacious$[ˌpɜːrtnˈeɪʃəs]
顽固的，固执地坚持的#pertinent$[ˈpɜːtnənt]
相关的，恰当的#penance$[ˈpenəns]
忏悔#pervade$[pəˈved]
弥漫，充满#petrify$[ˈpɛtrɪfaɪ]
使僵化，使失去活力#philanthropic$[ˌfɪlənˈθrɒpɪk]
博爱的，为他人着想的#philistine$[ˈfɪlɪstiːn]
市侩(注重物质而鄙视智慧或艺术的人)#phlegmatic$[flɛɡˈmætɪk]
冷静的，无感情的，淡漠的#piddling$[ˈpɪdlɪŋ]
微不足道的#pilfer$[ˈpɪlfər]
偷窃#precocious$[prɪˈkoʃəs]
早熟的#pinnacle$[ˈpɪnəkl]
顶峰#pithy$[ˈpɪθi]
精练的，简洁的#placate$[ˈpleɪkeɪt]
(通过让步以)平息抚慰#poignant$[ˈpɔɪnjənt]
令人感伤的#plethora$[ˈpleθərə]
过量，过剩#plodding$[ˈplɑːdɪŋ]
无聊的，单调乏味的#pluck$[plʌk]
敢于面对困难的勇气#plump$[plʌmp]
丰满的；鼎力支持，赞不绝口#pompous$[ˈpɑmpəs]
